TIMESTAMP,ContextTokens,GeneratedTokens
2023-11-16 18:20:55.5844510,5503,9
2023-11-16 18:20:55.6835800,3324,6
2023-11-16 18:20:55.6837380,5491,13
2023-11-16 18:20:55.7817330,4829,16
2023-11-16 18:20:55.9831150,3326,11
2023-11-16 18:20:55.9831720,5511,12
2023-11-16 18:20:56.1823890,5480,22
2023-11-16 18:20:56.1863580,7435,21
2023-11-16 18:20:56.3824270,3287,70
2023-11-16 18:20:56.5846040,7436,25
2023-11-16 18:20:56.7850960,6922,300
2023-11-16 18:20:56.8835010,5522,12
2023-11-16 18:20:56.9795290,5213,16
2023-11-16 18:20:57.0798550,5533,6
2023-11-16 18:20:57.0863880,6490,7
2023-11-16 18:20:57.1639290,3898,6
2023-11-16 18:20:57.1649760,3251,27
2023-11-16 18:20:57.1659610,3738,65
2023-11-16 18:20:57.1802010,3330,9
2023-11-16 18:20:57.1825880,5214,9
2023-11-16 18:20:57.1837620,4057,12
2023-11-16 18:20:57.3800580,4057,24
2023-11-16 18:20:57.4803190,4990,12
2023-11-16 18:20:57.9831530,7434,12
2023-11-16 18:20:58.4585610,5806,43
2023-11-16 18:20:58.4595720,4685,6
2023-11-16 18:20:58.4639010,3315,28
2023-11-16 18:20:58.4639740,5803,87
2023-11-16 18:20:58.7650490,7433,12
2023-11-16 18:20:58.7668760,3320,27
2023-11-16 18:20:58.9801700,3268,14
2023-11-16 18:20:59.0592010,7436,14
2023-11-16 18:20:59.0795950,5538,13
2023-11-16 18:20:59.2610310,4688,52
2023-11-16 18:20:59.4628420,5806,51
2023-11-16 18:20:59.5607860,3616,18
2023-11-16 18:20:59.7595920,4695,48
2023-11-16 18:21:25.3502390,3738,10
2023-11-16 18:21:25.6159590,3634,7
2023-11-16 18:21:25.7150020,3296,24
2023-11-16 18:21:25.8147750,4662,10
2023-11-16 18:21:26.2370080,3634,6
2023-11-16 18:21:26.6151870,6055,10
2023-11-16 18:21:27.4168800,7436,12
2023-11-16 18:21:28.1154240,6056,8
2023-11-16 18:21:28.3149350,3297,12
2023-11-16 18:21:29.2692030,7436,13
2023-11-16 18:21:33.2340860,3014,6
2023-11-16 18:21:33.5356710,5901,7
2023-11-16 18:21:33.9342020,4078,12
2023-11-16 18:21:33.9357030,7435,10
2023-11-16 18:21:35.3347990,5957,13
2023-11-16 18:21:35.4342290,3511,45
2023-11-16 18:21:35.4353160,3014,13
2023-11-16 18:21:35.9553320,4078,13
2023-11-16 18:21:36.0893000,5902,21
2023-11-16 18:21:36.1349750,7435,9
2023-11-16 18:21:36.1588480,3513,14
2023-11-16 18:21:37.9003470,3768,41
2023-11-16 18:21:38.0442140,5804,61
2023-11-16 18:21:38.2340910,4075,10
2023-11-16 18:21:38.2540960,5961,11
2023-11-16 18:21:38.3365340,7412,14
2023-11-16 18:21:38.7343930,3514,87
2023-11-16 18:21:39.6518550,3514,49
2023-11-16 18:21:39.6651160,3777,15
2023-11-16 18:21:40.0390060,5963,7
2023-11-16 18:21:40.8343440,7435,139
2023-11-16 18:21:41.7760340,3385,22
2023-11-16 18:21:42.0343380,3515,54
2023-11-16 18:21:42.5847970,4075,24
2023-11-16 18:21:46.1058540,3265,7
2023-11-16 18:21:46.2112780,3480,13
2023-11-16 18:21:46.9476590,3480,12
2023-11-16 18:21:47.0081760,4750,19
2023-11-16 18:21:47.5450700,3480,10
2023-11-16 18:21:48.0993420,3482,10
2023-11-16 18:21:48.1007000,7436,14
2023-11-16 18:21:48.4800400,7435,10
2023-11-16 18:21:48.6777110,4749,39
2023-11-16 18:21:48.8567640,3630,9
2023-11-16 18:21:48.9757780,3281,6
2023-11-16 18:21:49.0591330,6499,19
2023-11-16 18:21:58.6604060,7435,8
2023-11-16 18:21:58.7609910,4675,14
2023-11-16 18:21:59.7599580,4656,9
2023-11-16 18:22:03.5565070,6735,34
2023-11-16 18:22:03.6704860,3026,17
2023-11-16 18:22:03.7255580,3165,26
2023-11-16 18:22:04.2451740,4423,13
2023-11-16 18:22:04.4269610,7436,7
2023-11-16 18:22:04.6257030,3026,11
2023-11-16 18:22:05.7290290,4425,94
2023-11-16 18:22:05.9204470,3364,6
2023-11-16 18:22:07.7269210,7436,17
2023-11-16 18:22:07.8976850,3028,17
2023-11-16 18:22:08.2526010,3967,10
2023-11-16 18:22:08.3317230,4642,10
2023-11-16 18:22:08.7276410,3601,9
2023-11-16 18:22:10.0591370,5538,21
2023-11-16 18:22:10.3263140,3601,9
2023-11-16 18:22:10.4295500,4634,10
2023-11-16 18:22:10.8335340,7436,8
2023-11-16 18:22:11.2255270,3372,12
2023-11-16 18:22:12.1812540,5469,21
2023-11-16 18:22:13.8271400,4451,97
2023-11-16 18:22:14.6485300,4454,6
2023-11-16 18:22:15.2247130,4454,13
2023-11-16 18:22:15.3124110,4360,11
2023-11-16 18:22:15.9850400,3383,79
2023-11-16 18:22:16.5567090,3616,42
2023-11-16 18:22:40.9262100,4631,433
2023-11-16 18:22:40.9695750,7436,56
2023-11-16 18:22:41.0287480,6965,7
2023-11-16 18:22:41.1271550,4610,6
2023-11-16 18:22:42.7537300,3230,23
2023-11-16 18:22:42.7858230,4063,8
2023-11-16 18:22:43.5973030,7435,34
2023-11-16 18:22:44.3604160,7435,6
2023-11-16 18:22:44.4294520,5479,12
2023-11-16 18:22:44.6256200,6965,12
2023-11-16 18:22:45.3538860,3231,26
2023-11-16 18:22:45.6461950,7435,15
2023-11-16 18:22:46.8547540,3247,25
2023-11-16 18:22:47.5315820,7435,7
2023-11-16 18:22:48.3064420,3262,19
2023-11-16 18:22:49.5567690,4947,14
2023-11-16 18:22:49.6255360,5480,19
2023-11-16 18:23:29.5383650,4630,19
2023-11-16 18:23:29.8340780,3622,6
2023-11-16 18:23:29.9344610,5850,17
2023-11-16 18:24:07.7554980,4486,31
2023-11-16 18:24:11.5572090,3157,6
2023-11-16 18:24:12.7739840,4489,16
2023-11-16 18:25:40.4633950,5035,14
2023-11-16 18:25:41.7597190,7436,17
2023-11-16 18:25:41.7624110,7436,13
2023-11-16 18:25:44.4669930,4393,12
2023-11-16 18:25:45.5627080,4981,6
2023-11-16 18:25:45.6683660,5004,15
2023-11-16 18:25:48.1674210,4486,35
2023-11-16 18:26:21.9243900,7436,12
2023-11-16 18:26:22.0192500,7436,11
2023-11-16 18:26:22.2170650,7436,8
2023-11-16 18:26:22.4208760,4432,15
2023-11-16 18:26:23.9168890,3980,9
2023-11-16 18:26:23.9190440,5744,13
2023-11-16 18:26:24.8174890,7437,7
2023-11-16 18:26:26.5177030,3985,6
2023-11-16 18:26:26.7179430,7435,11
2023-11-16 18:26:27.2342100,3381,16
2023-11-16 18:26:27.5361740,7270,10
2023-11-16 18:26:27.6148520,7382,51
2023-11-16 18:26:27.6222200,7435,61
2023-11-16 18:26:27.7342660,4120,19
2023-11-16 18:26:28.1159080,4175,14
2023-11-16 18:26:28.4355400,3381,10
2023-11-16 18:26:28.5340750,4703,9
2023-11-16 18:26:28.6194260,3926,22
2023-11-16 18:26:29.0556100,5504,35
2023-11-16 18:26:34.3191780,7384,24
2023-11-16 18:26:34.3594960,7435,41
2023-11-16 18:26:34.4868640,4262,127
2023-11-16 18:26:34.8204130,7436,10
2023-11-16 18:26:34.8609570,5804,10
2023-11-16 18:26:34.9247410,3328,14
2023-11-16 18:26:35.0200250,7384,12
2023-11-16 18:26:35.9634310,5405,21
2023-11-16 18:26:36.1205020,7390,34
2023-11-16 18:26:36.3253060,3811,9
2023-11-16 18:26:36.8820180,5546,18
2023-11-16 18:26:36.9203600,4176,10
2023-11-16 18:26:36.9815750,3132,6
2023-11-16 18:26:37.0837830,6692,19
2023-11-16 18:26:37.0848290,3775,18
2023-11-16 18:26:37.2799010,7427,8
2023-11-16 18:26:37.4841510,5547,17
2023-11-16 18:26:37.7231740,4179,14
2023-11-16 18:26:37.9238290,3811,7
2023-11-16 18:26:37.9783850,6483,7
2023-11-16 18:26:37.9889710,4585,9
2023-11-16 18:26:38.3190900,3710,7
2023-11-16 18:26:38.4782690,3126,9
2023-11-16 18:26:38.5819360,7436,6
2023-11-16 18:26:38.6155590,7436,30
2023-11-16 18:26:39.0170380,7435,9
2023-11-16 18:26:39.0866850,7430,16
2023-11-16 18:26:39.2791870,6695,9
2023-11-16 18:26:39.2854060,7436,13
2023-11-16 18:26:39.3199610,3816,9
2023-11-16 18:26:40.1195700,3711,6
2023-11-16 18:26:40.1206800,7429,12
2023-11-16 18:26:40.4170140,3659,6
2023-11-16 18:26:40.4205120,3659,6
2023-11-16 18:26:40.4224900,3659,6
2023-11-16 18:26:42.3162030,3713,12
2023-11-16 18:26:43.7154740,3714,11
2023-11-16 18:26:44.5798180,5545,18
2023-11-16 18:26:44.7177860,7436,12
2023-11-16 18:26:44.7894590,7435,6
2023-11-16 18:26:45.0814340,6633,10
2023-11-16 18:26:45.0815690,7435,15
2023-11-16 18:26:45.0848800,6694,9
2023-11-16 18:26:45.2169620,3001,8
2023-11-16 18:26:45.2170140,3652,24
2023-11-16 18:26:45.5171710,4524,12
2023-11-16 18:26:45.7829250,3338,9
2023-11-16 18:26:45.8857220,3122,14
2023-11-16 18:26:46.4143770,3002,17
2023-11-16 18:26:46.9817340,5630,13
2023-11-16 18:26:47.0167870,4597,65
2023-11-16 18:26:47.4823500,5607,9
2023-11-16 18:26:47.5853490,6699,10
2023-11-16 18:26:47.6831710,5544,12
2023-11-16 18:26:47.6840860,4393,11
2023-11-16 18:26:47.6841380,3977,13
2023-11-16 18:26:47.7814690,6877,20
2023-11-16 18:26:47.9160910,3000,201
2023-11-16 18:26:48.0801660,5608,13
2023-11-16 18:26:48.2869760,7436,10
2023-11-16 18:26:48.5823070,3452,6
2023-11-16 18:26:48.6893080,4141,12
2023-11-16 18:26:49.0776720,5184,6
2023-11-16 18:26:49.0840550,7436,6
2023-11-16 18:26:49.1857910,7436,15
2023-11-16 18:26:49.3156700,3816,17
2023-11-16 18:26:49.3815480,5543,13
2023-11-16 18:27:06.3553700,3478,15
2023-11-16 18:27:06.4531830,3402,7
2023-11-16 18:27:07.2576910,3242,18
2023-11-16 18:27:07.6482850,4074,12
2023-11-16 18:27:07.8294850,3634,21
2023-11-16 18:27:08.1321220,3531,9
2023-11-16 18:27:08.8571980,3536,20
2023-11-16 18:27:09.1531370,3489,18
2023-11-16 18:27:09.9541950,3835,294
2023-11-16 18:27:10.2532700,3244,20
2023-11-16 18:27:10.4274660,5391,17
2023-11-16 18:27:10.9038250,7436,13
2023-11-16 18:27:11.8841180,3481,6
2023-11-16 18:27:12.4555470,3573,201
2023-11-16 18:27:13.9300930,3639,23
2023-11-16 18:27:14.2532470,3577,7
2023-11-16 18:27:14.4532990,3690,8
2023-11-16 18:27:14.6271750,3640,14
2023-11-16 18:27:15.3561710,3578,9
2023-11-16 18:27:15.5631890,4574,20
2023-11-16 18:27:15.7605300,7435,9
2023-11-16 18:27:15.7612850,4343,21
2023-11-16 18:27:16.2650590,3562,14
2023-11-16 18:27:17.1546770,4174,19
2023-11-16 18:27:17.5612670,4587,8
2023-11-16 18:27:17.5623600,3579,11
2023-11-16 18:27:17.7611770,3579,7
2023-11-16 18:27:18.0546330,3580,6
2023-11-16 18:27:18.0714120,7436,22
2023-11-16 18:27:18.3614780,3014,9
2023-11-16 18:27:18.6491030,3666,8
2023-11-16 18:27:19.0273490,4174,20
2023-11-16 18:27:19.1258140,7435,16
2023-11-16 18:27:19.1572520,3908,9
2023-11-16 18:27:20.0533710,3932,14
2023-11-16 18:27:20.3807290,7437,24
2023-11-16 18:27:20.4577510,7436,6
2023-11-16 18:27:20.5915310,3688,9
2023-11-16 18:27:22.1574820,3569,12
2023-11-16 18:27:22.7716150,4795,9
2023-11-16 18:27:23.0255500,6422,14
2023-11-16 18:27:23.5547630,4301,7
2023-11-16 18:27:23.6283570,6424,13
2023-11-16 18:27:24.7256830,6426,12
2023-11-16 18:27:25.8616320,7436,11
2023-11-16 18:27:27.3577920,4299,9
2023-11-16 18:27:28.9629260,4339,15
2023-11-16 18:27:29.3616180,4340,14
2023-11-16 18:27:29.7590600,5411,10
2023-11-16 18:27:29.9562510,3577,23
2023-11-16 18:27:30.5259920,3335,16
2023-11-16 18:27:30.7265700,5411,10
2023-11-16 18:27:31.2489410,3335,20
2023-11-16 18:27:32.5254680,3444,379
2023-11-16 18:27:32.8354720,5412,25
2023-11-16 18:27:33.0013100,4800,7
2023-11-16 18:27:40.0151450,5047,202
2023-11-16 18:27:41.1309790,3143,6
2023-11-16 18:27:42.7147230,3853,7
2023-11-16 18:27:42.8320580,6044,7
2023-11-16 18:27:43.7149840,4456,16
2023-11-16 18:27:44.4406200,4886,6
2023-11-16 18:27:44.6185460,3245,32
2023-11-16 18:27:44.9157500,4885,6
2023-11-16 18:27:44.9178400,3852,9
2023-11-16 18:27:44.9178520,3660,14
2023-11-16 18:27:45.8191820,3144,133
2023-11-16 18:27:46.3153330,3853,9
2023-11-16 18:27:46.9338810,3653,15
2023-11-16 18:27:47.8812070,3852,9
2023-11-16 18:27:49.3148330,4883,128
2023-11-16 18:28:01.4194050,3865,73
2023-11-16 18:28:01.8531930,6028,6
2023-11-16 18:28:10.8867020,7436,8
2023-11-16 18:28:12.4256600,7436,8
2023-11-16 18:28:12.7537490,7435,20
2023-11-16 18:28:17.3443310,4844,11
2023-11-16 18:28:17.9641380,6281,7
2023-11-16 18:28:18.1404800,4844,39
2023-11-16 18:28:18.7279110,6282,12
2023-11-16 18:31:13.4732960,3318,8
2023-11-16 18:31:13.5558450,7436,13
2023-11-16 18:31:13.9700940,6498,7
2023-11-16 18:31:14.3143540,4189,9
2023-11-16 18:31:14.3209440,4226,9
2023-11-16 18:31:14.4220310,5025,15
2023-11-16 18:31:15.3819540,7404,6
2023-11-16 18:31:15.5551560,6209,16
2023-11-16 18:31:15.6819930,6110,24
2023-11-16 18:31:17.4623820,7437,8
2023-11-16 18:31:18.3620340,3541,25
2023-11-16 18:31:18.4542290,6555,15
2023-11-16 18:31:18.7578440,5146,33
2023-11-16 18:31:19.8680580,3712,9
2023-11-16 18:31:20.6173590,7437,9
2023-11-16 18:31:20.7175050,7411,7
2023-11-16 18:31:20.9583350,7409,28
2023-11-16 18:31:21.0175230,4235,6
2023-11-16 18:31:21.1573490,5186,7
2023-11-16 18:31:21.1689590,4434,10
2023-11-16 18:31:21.2189250,7436,7
2023-11-16 18:31:21.2666500,6593,7
2023-11-16 18:31:21.2674290,6183,15
2023-11-16 18:31:21.3595060,7154,13
2023-11-16 18:31:21.7162840,7436,9
2023-11-16 18:31:21.8236340,7411,8
2023-11-16 18:31:21.9221490,7436,6
2023-11-16 18:31:21.9726320,5105,8
2023-11-16 18:31:22.1597440,3538,11
2023-11-16 18:31:22.2651830,5735,7
2023-11-16 18:31:22.3588080,6594,12
2023-11-16 18:31:22.7601430,5510,9
2023-11-16 18:31:23.8201960,4232,33
2023-11-16 18:31:24.0186710,4102,6
2023-11-16 18:31:24.0194520,7435,46
2023-11-16 18:31:24.0595480,4056,32
2023-11-16 18:31:24.0607340,6185,15
2023-11-16 18:31:24.1199110,7434,40
2023-11-16 18:31:24.1633740,6596,26
2023-11-16 18:31:24.2228530,3147,7
2023-11-16 18:31:24.3405710,3053,9
2023-11-16 18:31:24.3564280,3543,11
2023-11-16 18:31:24.4176100,3053,9
2023-11-16 18:31:24.4666050,6191,11
2023-11-16 18:31:24.5242540,7436,17
2023-11-16 18:31:24.5639380,3493,8
2023-11-16 18:31:24.8179480,3148,106
2023-11-16 18:31:24.8198750,4235,12
2023-11-16 18:31:24.9182930,7436,9
2023-11-16 18:31:24.9200010,7408,46
2023-11-16 18:31:25.0241730,5031,9
2023-11-16 18:31:25.2186270,7436,14
2023-11-16 18:31:25.2188780,3632,11
2023-11-16 18:31:25.3143440,5040,53
2023-11-16 18:31:25.3144120,4046,6
2023-11-16 18:31:25.4598830,6599,81
2023-11-16 18:31:25.5659770,7265,11
2023-11-16 18:31:25.5671820,4926,10
2023-11-16 18:31:25.6145390,7436,60
2023-11-16 18:31:25.7189590,4240,71
2023-11-16 18:31:25.8595660,3760,9
2023-11-16 18:31:26.3550000,4756,9
2023-11-16 18:31:26.3675650,4928,11
2023-11-16 18:31:26.4150480,7435,11
2023-11-16 18:31:26.5212410,7435,17
2023-11-16 18:31:26.5644630,6556,23
2023-11-16 18:31:26.9213990,4114,6
2023-11-16 18:31:26.9637010,3781,14
2023-11-16 18:31:27.0204830,4682,11
2023-11-16 18:31:27.3566130,7418,6
2023-11-16 18:31:27.4537470,6108,16
2023-11-16 18:31:27.5613110,5177,11
2023-11-16 18:31:27.6142270,3689,27
2023-11-16 18:31:27.6622150,7435,6
2023-11-16 18:31:27.7609370,4434,8
2023-11-16 18:31:27.7634020,3782,8
2023-11-16 18:31:27.8206930,4121,8
2023-11-16 18:31:27.8237620,7436,405
2023-11-16 18:31:27.8598600,7422,21
2023-11-16 18:31:27.9147390,4107,6
2023-11-16 18:31:27.9622260,3165,23
2023-11-16 18:31:28.1208990,3004,32
2023-11-16 18:31:28.2197120,3314,59
2023-11-16 18:31:28.2235740,4771,11
2023-11-16 18:31:28.3148850,4022,12
2023-11-16 18:31:28.8156770,3695,19
2023-11-16 18:31:29.3176700,4243,7
2023-11-16 18:31:29.3177160,4995,14
2023-11-16 18:31:29.3196580,6097,129
2023-11-16 18:31:29.7174120,4682,22
2023-11-16 18:31:29.7569350,4133,39
2023-11-16 18:31:29.8208570,3651,58
2023-11-16 18:31:29.9201350,4994,20
2023-11-16 18:31:29.9243910,3033,9
2023-11-16 18:31:30.2551560,4592,30
2023-11-16 18:31:30.9568330,6559,16
2023-11-16 18:31:31.3557610,7436,6
2023-11-16 18:31:32.3533950,7436,12
2023-11-16 18:31:32.5219560,6560,12
2023-11-16 18:31:32.7532460,3788,13
2023-11-16 18:31:33.3553970,6561,17
2023-11-16 18:31:33.7987510,3026,84
2023-11-16 18:31:34.5533240,3758,6
2023-11-16 18:31:35.7954860,3758,6
2023-11-16 18:31:36.0999580,7435,13
2023-11-16 18:31:36.9160100,3757,6
2023-11-16 18:31:37.0686450,6357,6
2023-11-16 18:31:37.6532760,7009,10
2023-11-16 18:31:38.6552030,7435,16
2023-11-16 18:31:39.1551690,3227,34
2023-11-16 18:31:39.8556460,6190,225
2023-11-16 18:31:39.8557210,4593,7
2023-11-16 18:31:39.8558350,7435,17
2023-11-16 18:31:40.1562260,4084,12
2023-11-16 18:31:40.6577610,7435,12
2023-11-16 18:31:40.7565260,3553,10
2023-11-16 18:31:40.9885960,7010,11
2023-11-16 18:31:42.6141220,4135,895
2023-11-16 18:31:45.7538500,4366,9
2023-11-16 18:31:49.9353350,3344,16
2023-11-16 18:31:49.9353570,5520,10
2023-11-16 18:32:01.1361110,3347,15
2023-11-16 18:32:01.5342380,6169,6
2023-11-16 18:32:01.7406330,6166,12
2023-11-16 18:32:02.1374230,5690,10
2023-11-16 18:32:02.6428480,4653,10
2023-11-16 18:32:03.5359860,5691,14
2023-11-16 18:32:04.0366640,6178,25
2023-11-16 18:32:04.7353260,7436,10
2023-11-16 18:32:13.2300020,6082,12
2023-11-16 18:32:13.3152790,4195,12
2023-11-16 18:32:13.8637030,3083,13
2023-11-16 18:32:14.2203450,3083,13
2023-11-16 18:32:15.2152060,3088,9
2023-11-16 18:32:16.3156870,4512,9
2023-11-16 18:32:16.4214040,3216,9
2023-11-16 18:32:16.8160080,3089,13
2023-11-16 18:32:18.1384590,3219,6
2023-11-16 18:32:18.6740460,6081,11
2023-11-16 18:32:19.1158870,3222,7
2023-11-16 18:32:19.2173160,3140,13
2023-11-16 18:32:20.3159390,6191,7
2023-11-16 18:32:20.4144910,6083,9
2023-11-16 18:32:20.5305980,3105,9
2023-11-16 18:32:20.7560050,3219,21
2023-11-16 18:32:21.0249670,3839,48
2023-11-16 18:32:21.0255970,5536,39
2023-11-16 18:32:21.0440830,4017,14
2023-11-16 18:32:21.3335470,3560,14
2023-11-16 18:32:21.8677270,3307,50
2023-11-16 18:32:22.0166040,7436,12
2023-11-16 18:32:22.3157650,3841,6
2023-11-16 18:32:22.5155460,3054,14
2023-11-16 18:32:22.8307600,3220,52
2023-11-16 18:32:23.8274710,4019,6
2023-11-16 18:32:24.1283810,5591,37
2023-11-16 18:32:25.6517420,4420,20
2023-11-16 18:32:27.0669310,4820,39
2023-11-16 18:32:28.0275000,3712,12
2023-11-16 18:32:28.7154440,3224,45
2023-11-16 18:32:29.0171870,3380,29
2023-11-16 18:32:29.5210430,3909,928
2023-11-16 18:32:29.7197080,7428,13
2023-11-16 18:32:29.8188000,4207,14
2023-11-16 18:32:30.3164710,7428,7
2023-11-16 18:32:30.5224740,4209,7
2023-11-16 18:32:31.7167160,7423,17
2023-11-16 18:32:32.4206930,3380,9
2023-11-16 18:32:33.3177550,3227,45
2023-11-16 18:32:33.5156770,3058,246
2023-11-16 18:32:34.4148530,3384,9
2023-11-16 18:32:35.2389540,3647,94
2023-11-16 18:32:38.3149770,7435,9
2023-11-16 18:34:57.2341310,3598,13
2023-11-16 18:34:57.6342520,4181,19
2023-11-16 18:35:00.9090100,3601,42
2023-11-16 18:35:01.3344580,3600,13
2023-11-16 18:35:01.3426850,5459,79
2023-11-16 18:35:06.1383710,6143,6
2023-11-16 18:35:06.2393670,4314,12
2023-11-16 18:35:06.5354800,6191,19
2023-11-16 18:35:06.5421710,3602,22
2023-11-16 18:35:07.4410050,3604,16
2023-11-16 18:35:08.1383410,6189,16
2023-11-16 18:35:08.1384830,6542,9
2023-11-16 18:35:09.6369530,3866,31
2023-11-16 18:35:09.7416880,7435,60
2023-11-16 18:35:10.2458310,3866,81
2023-11-16 18:35:10.4427570,7436,27
2023-11-16 18:35:10.6420830,7436,20
2023-11-16 18:35:10.8418460,6192,12
2023-11-16 18:35:11.1401950,3606,220
2023-11-16 18:35:11.2346920,3539,20
2023-11-16 18:35:11.2347160,7289,13
2023-11-16 18:35:11.2358190,3542,9
2023-11-16 18:35:11.2414110,6149,6
2023-11-16 18:35:11.2423000,6193,10
2023-11-16 18:35:11.5394140,7294,6
2023-11-16 18:35:11.5407290,5459,147
2023-11-16 18:35:11.5420630,3136,14
2023-11-16 18:35:11.5431690,3540,6
2023-11-16 18:35:11.6414070,6193,8
2023-11-16 18:35:11.8344590,7436,24
