TIMESTAMP,ContextTokens,GeneratedTokens
2023-11-16 18:18:51.7592250,4082,31
2023-11-16 18:18:52.6021970,4083,46
2023-11-16 18:18:53.0162570,4119,36
2023-11-16 18:18:53.8966600,3053,69
2023-11-16 18:18:53.9893020,4080,61
2023-11-16 18:18:55.5677710,4078,62
2023-11-16 18:18:57.1897410,4132,75
2023-11-16 18:19:01.5718270,4077,40
2023-11-16 18:19:02.1242220,4085,53
2023-11-16 18:19:02.1689510,4126,113
2023-11-16 18:19:02.5711640,4075,58
2023-11-16 18:19:04.1450200,4089,68
2023-11-16 18:19:04.7655230,4095,50
2023-11-16 18:19:06.2590390,4084,66
2023-11-16 18:19:07.8327280,4075,28
2023-11-16 18:19:09.1195340,4100,48
2023-11-16 18:19:11.0003980,4091,87
2023-11-16 18:19:15.1191840,3744,67
2023-11-16 18:19:17.1876740,4093,35
2023-11-16 18:19:18.9132090,4145,40
2023-11-16 18:19:19.5766160,4070,77
2023-11-16 18:19:19.6287820,4093,48
2023-11-16 18:19:19.9516330,4093,60
2023-11-16 18:19:20.2020770,4122,51
2023-11-16 18:19:20.6617880,4084,36
2023-11-16 18:19:20.6840140,4091,42
2023-11-16 18:19:25.3428590,4082,49
2023-11-16 18:19:25.4593490,4079,53
2023-11-16 18:19:26.1491810,4119,59
2023-11-16 18:19:27.3604430,4099,53
2023-11-16 18:19:27.5589950,4074,28
2023-11-16 18:19:31.8697660,4122,73
2023-11-16 18:19:31.9496980,4076,39
2023-11-16 18:19:32.3776190,4082,128
2023-11-16 18:19:33.9745910,4085,37
2023-11-16 18:19:34.9402560,4122,64
2023-11-16 18:19:37.3491540,4089,50
2023-11-16 18:19:39.8381470,4075,39
2023-11-16 18:19:41.7741420,4074,74
2023-11-16 18:19:43.4913680,4086,75
2023-11-16 18:19:44.2605140,4089,84
2023-11-16 18:19:44.4666230,4089,79
2023-11-16 18:19:46.0578640,4071,46
2023-11-16 18:19:50.1184910,4085,144
2023-11-16 18:19:53.2546630,4083,97
2023-11-16 18:20:00.1820790,4076,104
2023-11-16 18:20:00.3990360,4076,59
2023-11-16 18:20:01.4268110,6066,74
2023-11-16 18:20:01.6262450,4075,136
2023-11-16 18:20:01.7541150,4120,115
2023-11-16 18:20:16.2435300,4079,142
2023-11-16 18:20:17.2401910,4077,42
2023-11-16 18:20:20.3239240,4100,48
2023-11-16 18:20:25.3916710,3411,64
2023-11-16 18:20:25.8672020,4138,84
2023-11-16 18:20:30.8532550,4082,50
2023-11-16 18:20:34.0320230,4087,103
2023-11-16 18:20:37.3238910,3243,116
2023-11-16 18:20:40.9572200,4079,58
2023-11-16 18:20:50.0714790,4073,36
2023-11-16 18:20:50.9466450,4081,41
2023-11-16 18:20:51.8999900,4086,53
2023-11-16 18:20:54.3053640,4083,37
2023-11-16 18:20:54.8298700,4075,53
2023-11-16 18:20:56.7101550,7930,49
2023-11-16 18:20:58.1640530,4076,39
2023-11-16 18:20:59.2779780,3287,47
2023-11-16 18:20:59.9551140,3243,82
2023-11-16 18:21:10.1602040,4083,124
2023-11-16 18:21:22.7849160,4085,54
2023-11-16 18:21:23.2127770,3021,135
2023-11-16 18:21:24.0266850,4082,400
2023-11-16 18:21:27.9223170,4073,38
2023-11-16 18:21:29.6023940,3021,135
2023-11-16 18:21:32.2319680,4097,43
2023-11-16 18:21:35.4037260,3585,125
2023-11-16 18:21:37.6611850,4092,44
2023-11-16 18:21:42.0689400,4077,42
2023-11-16 18:21:47.3240970,4090,61
2023-11-16 18:21:47.7427830,4076,48
2023-11-16 18:21:48.6395630,4721,59
2023-11-16 18:21:53.7591410,4078,42
2023-11-16 18:21:55.0433960,4083,42
2023-11-16 18:21:56.9119140,4132,60
2023-11-16 18:22:01.4016850,4093,68
2023-11-16 18:22:01.9192480,4484,64
2023-11-16 18:22:03.4819190,6445,51
2023-11-16 18:22:04.8964890,4086,47
2023-11-16 18:22:09.4747810,4083,53
2023-11-16 18:22:19.3573520,4072,56
2023-11-16 18:22:21.8053450,4086,41
2023-11-16 18:22:22.3898920,4088,37
2023-11-16 18:22:22.6154830,4090,83
2023-11-16 18:22:23.5352340,4085,41
2023-11-16 18:22:27.7521060,4074,83
2023-11-16 18:22:29.8770920,4086,35
2023-11-16 18:22:33.4468410,4086,63
2023-11-16 18:22:37.0950650,4091,44
2023-11-16 18:22:39.4550310,4091,78
2023-11-16 18:22:40.6325580,4091,46
2023-11-16 18:22:40.8584120,4076,27
2023-11-16 18:22:45.7542090,4106,99
2023-11-16 18:22:54.9115970,4081,53
2023-11-16 18:23:16.3572160,4084,81
2023-11-16 18:23:16.5399250,4077,56
2023-11-16 18:23:25.8130010,4079,32
2023-11-16 18:23:26.3975050,4125,55
2023-11-16 18:23:36.1832480,4091,50
2023-11-16 18:23:37.9567630,4086,71
2023-11-16 18:23:45.6923460,4080,59
2023-11-16 18:23:47.6506810,4088,363
2023-11-16 18:23:48.7350180,4090,65
2023-11-16 18:23:51.9116190,4085,28
2023-11-16 18:23:56.5367920,4081,45
2023-11-16 18:23:58.3615530,4077,41
2023-11-16 18:24:05.7131950,4089,26
2023-11-16 18:24:06.1595510,3476,125
2023-11-16 18:24:07.3803910,4124,73
2023-11-16 18:24:10.0458040,4076,72
2023-11-16 18:24:12.2304810,3476,118
2023-11-16 18:24:16.3366620,4078,54
2023-11-16 18:24:17.8169780,4071,56
2023-11-16 18:24:18.6266410,4096,51
2023-11-16 18:24:19.1857620,4162,78
2023-11-16 18:24:22.0841450,4164,63
2023-11-16 18:24:25.2634960,4098,102
2023-11-16 18:24:27.1269560,4077,61
2023-11-16 18:24:27.6362040,4152,165
2023-11-16 18:24:27.8515660,4089,56
2023-11-16 18:24:29.8392220,4076,39
2023-11-16 18:24:33.0613170,4085,56
2023-11-16 18:24:33.9483010,3030,46
2023-11-16 18:24:37.2040880,4087,44
2023-11-16 18:24:38.0951430,4107,57
2023-11-16 18:24:41.1962680,4070,37
2023-11-16 18:24:43.2153960,4084,61
2023-11-16 18:24:43.5065050,3030,46
2023-11-16 18:24:45.2557160,4191,51
2023-11-16 18:24:46.8988240,4093,52
2023-11-16 18:24:48.0981640,4086,32
2023-11-16 18:24:48.2285640,4079,79
2023-11-16 18:24:50.3744540,4101,52
2023-11-16 18:24:52.0195090,4079,163
2023-11-16 18:24:53.8176710,3607,73
2023-11-16 18:24:55.0188110,4076,46
2023-11-16 18:24:55.7176280,4075,51
2023-11-16 18:24:57.0993970,4085,58
2023-11-16 18:24:59.3932290,4138,73
2023-11-16 18:24:59.8525390,4069,46
2023-11-16 18:25:07.7968540,4089,85
2023-11-16 18:25:12.9209350,4095,87
2023-11-16 18:25:15.5981450,4101,25
2023-11-16 18:25:16.1046830,4074,200
2023-11-16 18:25:16.8002060,4085,41
2023-11-16 18:25:17.0646240,4076,50
2023-11-16 18:25:20.4440250,4090,41
2023-11-16 18:25:20.8947290,4105,38
2023-11-16 18:25:21.4902830,4074,42
2023-11-16 18:25:21.6537140,4088,37
2023-11-16 18:25:23.6060860,4088,61
2023-11-16 18:25:25.7705930,4075,62
2023-11-16 18:25:28.0747500,4123,76
2023-11-16 18:25:34.6580980,4185,31
2023-11-16 18:25:35.8042410,4100,180
2023-11-16 18:25:37.3815990,4623,59
2023-11-16 18:25:38.5073330,4100,52
2023-11-16 18:25:39.8312910,4094,105
2023-11-16 18:25:42.4464480,4114,47
2023-11-16 18:25:45.8455350,4078,42
2023-11-16 18:25:47.9922960,4095,36
2023-11-16 18:25:52.7190310,4074,68
2023-11-16 18:25:55.0261440,4093,61
2023-11-16 18:25:57.6381000,4089,41
2023-11-16 18:25:58.5715450,3340,60
2023-11-16 18:25:59.3354860,4090,57
2023-11-16 18:26:02.1822770,4109,47
2023-11-16 18:26:03.5762810,4152,83
2023-11-16 18:26:03.9028210,3340,58
2023-11-16 18:26:07.8029040,4083,58
2023-11-16 18:26:10.6121340,4092,70
2023-11-16 18:26:11.2803730,4072,35
2023-11-16 18:26:14.3125720,4073,371
2023-11-16 18:26:14.4986010,4093,67
2023-11-16 18:26:17.4502490,4106,93
2023-11-16 18:26:17.8918700,4077,43
2023-11-16 18:26:19.1252580,4094,40
2023-11-16 18:26:22.9072190,4089,100
2023-11-16 18:26:23.7623210,4090,40
2023-11-16 18:26:23.7906530,4077,33
2023-11-16 18:26:25.7378470,4084,40
2023-11-16 18:26:27.5636800,4081,32
2023-11-16 18:26:27.8694690,4107,46
2023-11-16 18:26:29.2498660,4085,58
2023-11-16 18:26:30.1245040,4085,26
2023-11-16 18:26:32.1246140,4086,48
2023-11-16 18:26:39.4844860,3089,46
2023-11-16 18:26:40.1652650,4083,64
2023-11-16 18:26:40.5100840,3810,72
2023-11-16 18:26:44.7407340,4974,132
2023-11-16 18:26:47.2771330,4080,71
2023-11-16 18:26:47.8934540,4075,63
2023-11-16 18:26:50.1770620,4076,31
2023-11-16 18:26:51.6749970,3810,48
2023-11-16 18:26:52.0447420,4090,665
2023-11-16 18:26:57.6616290,3089,46
2023-11-16 18:26:57.9160920,5069,56
2023-11-16 18:27:01.3061750,4085,43
2023-11-16 18:27:02.1342330,4974,132
2023-11-16 18:27:02.7538080,4921,50
2023-11-16 18:27:06.2871320,4085,31
2023-11-16 18:27:06.8315860,4087,73
2023-11-16 18:27:07.0716740,4074,169
2023-11-16 18:27:11.3067820,4080,51
2023-11-16 18:27:11.9255770,4153,26
2023-11-16 18:27:12.5981210,5020,70
2023-11-16 18:27:16.6013200,4078,66
2023-11-16 18:27:18.9964160,4090,54
2023-11-16 18:27:19.2400620,4080,138
2023-11-16 18:27:20.9392230,4083,31
2023-11-16 18:27:22.5080280,4090,48
2023-11-16 18:27:23.3510390,4088,38
2023-11-16 18:27:25.4040290,4079,66
2023-11-16 18:27:26.4068830,4081,38
2023-11-16 18:27:29.4263760,4072,49
2023-11-16 18:27:31.3030940,4083,53
2023-11-16 18:27:34.0072060,4079,60
2023-11-16 18:27:37.5709180,4087,30
2023-11-16 18:27:38.3067760,4076,30
2023-11-16 18:27:39.3972130,4082,90
2023-11-16 18:27:39.5672540,4131,28
2023-11-16 18:27:42.8370420,4076,37
2023-11-16 18:27:45.1121170,4080,40
2023-11-16 18:27:50.0438590,4088,38
2023-11-16 18:27:54.3947400,4101,138
2023-11-16 18:27:55.6048300,4116,132
2023-11-16 18:27:56.1562140,4096,50
2023-11-16 18:27:58.6424820,4087,38
2023-11-16 18:28:00.0099810,4080,47
2023-11-16 18:28:02.9743480,4073,48
2023-11-16 18:28:03.6909870,4080,75
2023-11-16 18:28:03.8025750,4175,42
2023-11-16 18:28:06.1401490,4091,120
2023-11-16 18:28:10.8826480,4076,42
2023-11-16 18:28:11.3802640,4079,76
2023-11-16 18:28:12.1159790,6472,96
2023-11-16 18:28:12.1313140,4113,78
2023-11-16 18:28:15.5599800,4148,62
2023-11-16 18:28:17.3763540,4094,45
2023-11-16 18:28:18.4503150,4093,28
2023-11-16 18:28:19.1562890,4078,49
2023-11-16 18:28:27.9674520,4075,27
2023-11-16 18:28:28.7763520,4072,45
2023-11-16 18:28:29.3791890,4073,37
2023-11-16 18:28:29.5720060,4143,95
2023-11-16 18:28:30.8959850,4074,44
2023-11-16 18:28:33.5432560,4081,103
2023-11-16 18:28:34.0079520,4076,33
2023-11-16 18:28:35.1034680,6472,96
2023-11-16 18:28:36.4428430,4092,67
2023-11-16 18:28:41.3918270,4079,482
2023-11-16 18:28:42.4126030,4075,42
2023-11-16 18:28:44.1671490,4079,29
2023-11-16 18:28:47.1520290,4082,69
2023-11-16 18:28:47.1562330,4085,63
2023-11-16 18:28:49.1105500,4076,49
2023-11-16 18:28:53.9788780,4082,85
2023-11-16 18:29:00.4886600,3042,99
2023-11-16 18:29:01.1868650,4089,57
2023-11-16 18:29:01.3085430,4081,41
2023-11-16 18:29:01.9910040,4086,34
2023-11-16 18:29:03.9418930,4080,38
2023-11-16 18:29:04.2842230,4073,98
2023-11-16 18:29:06.0367580,4098,90
2023-11-16 18:29:06.1227630,4096,26
2023-11-16 18:29:06.9487650,4087,68
2023-11-16 18:29:11.3318230,4086,63
2023-11-16 18:29:11.7149750,4096,44
2023-11-16 18:29:13.0302920,4075,41
2023-11-16 18:29:14.3847420,4090,110
2023-11-16 18:29:19.5055870,4076,75
2023-11-16 18:29:19.6389310,4090,57
2023-11-16 18:29:21.7011580,4073,47
2023-11-16 18:29:24.8820260,4087,73
2023-11-16 18:29:34.4278170,4088,37
2023-11-16 18:29:34.6997630,4075,37
2023-11-16 18:29:34.7406880,4085,48
2023-11-16 18:29:35.3356110,4077,59
2023-11-16 18:29:35.9217840,4083,37
2023-11-16 18:29:36.4215610,4086,50
2023-11-16 18:29:36.9301140,4083,31
2023-11-16 18:29:39.3795910,4081,58
2023-11-16 18:29:40.7607450,4083,52
2023-11-16 18:29:45.1218420,4082,49
2023-11-16 18:29:46.2295840,4076,51
2023-11-16 18:29:49.3694310,4085,51
2023-11-16 18:29:54.8821390,4100,37
2023-11-16 18:29:55.1004440,4077,35
2023-11-16 18:30:12.7120680,4078,31
2023-11-16 18:30:14.6419760,4123,48
2023-11-16 18:30:22.6150240,4075,37
2023-11-16 18:30:25.6727450,4143,44
2023-11-16 18:30:30.2484240,4078,49
2023-11-16 18:30:34.7511060,4075,69
2023-11-16 18:30:48.1095350,4081,36
2023-11-16 18:30:51.5028770,3250,92
2023-11-16 18:30:58.7910120,4103,62
2023-11-16 18:31:03.2291030,4075,36
2023-11-16 18:31:05.8147690,4074,49
2023-11-16 18:31:11.6145060,4100,134
2023-11-16 18:31:16.5405760,4086,43
2023-11-16 18:31:21.9058630,4076,28
2023-11-16 18:31:21.9478470,4137,36
2023-11-16 18:31:23.0233930,4092,44
2023-11-16 18:31:29.6201580,3115,117
2023-11-16 18:31:38.0245390,4083,39
2023-11-16 18:31:39.4956020,3115,105
2023-11-16 18:31:39.6640060,4075,69
2023-11-16 18:31:42.5438530,4142,37
2023-11-16 18:31:47.7334660,4089,89
2023-11-16 18:31:51.6663780,4098,60
2023-11-16 18:31:57.1600940,4078,30
2023-11-16 18:31:57.9267050,4084,34
2023-11-16 18:31:59.9296700,4782,63
2023-11-16 18:32:03.4848410,4085,35
2023-11-16 18:32:09.7813590,4080,27
2023-11-16 18:32:11.2711310,4083,46
2023-11-16 18:32:22.7593050,4085,111
2023-11-16 18:32:22.8017780,4092,105
2023-11-16 18:32:22.8891500,4089,48
2023-11-16 18:32:23.3433800,4081,129
2023-11-16 18:32:32.8229340,4085,68
2023-11-16 18:32:36.1117150,4078,28
2023-11-16 18:32:40.2442370,4088,59
2023-11-16 18:32:41.9562820,4085,47
2023-11-16 18:32:44.8434560,4076,44
2023-11-16 18:32:54.4255630,4077,41
2023-11-16 18:32:56.9608830,4116,43
2023-11-16 18:32:59.4382960,4088,49
2023-11-16 18:32:59.6565340,4085,150
2023-11-16 18:33:02.3285620,4093,76
2023-11-16 18:33:07.7847870,4123,40
2023-11-16 18:33:11.5682760,4139,40
2023-11-16 18:33:13.0108760,4083,59
2023-11-16 18:33:15.6647710,4105,65
2023-11-16 18:33:27.1148020,4076,136
2023-11-16 18:33:28.4516930,4089,86
2023-11-16 18:33:29.6565720,4072,237
2023-11-16 18:33:30.1541350,4076,35
2023-11-16 18:33:31.2481890,4080,51
2023-11-16 18:33:31.5426080,4093,71
2023-11-16 18:33:37.6302920,4076,29
2023-11-16 18:33:39.1121970,4100,46
2023-11-16 18:33:41.9241770,4082,44
2023-11-16 18:33:46.0989220,3115,66
2023-11-16 18:33:46.3605300,3313,51
2023-11-16 18:33:47.8978870,4079,55
2023-11-16 18:33:53.1005700,4111,38
2023-11-16 18:34:00.6718770,4101,79
2023-11-16 18:34:02.9093810,4085,48
2023-11-16 18:34:03.9322460,4079,54
2023-11-16 18:34:04.2600850,4093,34
2023-11-16 18:34:04.8693050,3222,54
2023-11-16 18:34:05.7435410,4128,41
2023-11-16 18:34:06.5527450,4084,47
2023-11-16 18:34:09.4347270,4080,155
2023-11-16 18:34:11.6450400,4075,40
2023-11-16 18:34:14.5310770,4079,40
2023-11-16 18:34:15.4040510,4090,48
2023-11-16 18:34:16.1383100,14050,39
2023-11-16 18:34:16.7963470,4134,49
2023-11-16 18:34:18.9883850,4078,494
2023-11-16 18:34:19.5506100,4081,43
2023-11-16 18:34:22.2624930,4130,48
2023-11-16 18:34:22.7521510,4090,41
2023-11-16 18:34:24.9171610,4080,54
2023-11-16 18:34:25.1975990,4085,79
2023-11-16 18:34:25.8688430,4081,39
2023-11-16 18:34:27.1419210,4091,34
2023-11-16 18:34:27.4345820,4085,94
2023-11-16 18:34:28.0350890,4084,36
2023-11-16 18:34:28.4296200,4082,41
2023-11-16 18:34:30.0088210,4092,113
2023-11-16 18:34:31.5777230,4081,28
2023-11-16 18:34:34.7135280,4089,101
2023-11-16 18:34:40.9306020,4142,139
2023-11-16 18:34:43.5885360,4094,333
2023-11-16 18:34:43.7515050,4122,162
2023-11-16 18:34:46.4463190,4078,68
2023-11-16 18:34:46.5222170,4074,98
2023-11-16 18:34:46.9022510,4079,59
2023-11-16 18:34:48.1253690,4077,32
2023-11-16 18:34:48.6624930,4092,56
2023-11-16 18:34:51.5166750,4085,116
2023-11-16 18:34:53.7313510,4097,52
2023-11-16 18:34:53.8592930,4099,70
2023-11-16 18:34:55.3195720,4089,61
2023-11-16 18:34:55.7787980,4082,125
2023-11-16 18:34:55.8739470,4105,78
2023-11-16 18:34:55.8945290,4095,54
2023-11-16 18:34:59.8764450,4081,60
2023-11-16 18:35:00.6224470,4078,63
2023-11-16 18:35:01.8187370,4089,112
2023-11-16 18:35:03.4813600,4073,30
2023-11-16 18:35:03.8949840,4086,41
2023-11-16 18:35:05.7808020,4079,169
2023-11-16 18:35:06.4258650,4078,41
2023-11-16 18:35:08.0215480,4089,34
2023-11-16 18:35:11.6747760,4078,47
2023-11-16 18:35:11.8405760,4079,81
2023-11-16 18:35:16.8979200,4099,63
2023-11-16 18:35:18.1849200,4099,36
2023-11-16 18:35:18.2794150,4094,39
2023-11-16 18:35:18.8534650,4101,106
2023-11-16 18:35:18.9179280,4104,62
2023-11-16 18:35:18.9750710,4091,42
2023-11-16 18:35:20.2631980,4087,50
2023-11-16 18:35:20.5066210,4085,75
2023-11-16 18:35:21.9129400,4077,45
2023-11-16 18:35:23.8129690,4083,34
2023-11-16 18:35:28.3840400,4083,56
2023-11-16 18:35:28.6592100,4084,47
2023-11-16 18:35:29.1643900,4076,49
2023-11-16 18:35:30.7911030,4097,51
2023-11-16 18:35:35.0489490,4092,90
2023-11-16 18:35:35.1577120,4094,76
2023-11-16 18:35:37.1203530,4076,64
2023-11-16 18:35:37.8788250,4101,47
2023-11-16 18:35:38.3293210,4078,155
2023-11-16 18:35:38.5865120,4697,71
2023-11-16 18:35:38.8202410,4076,44
2023-11-16 18:35:42.0534000,4086,29
2023-11-16 18:35:42.4556240,4092,155
2023-11-16 18:35:43.7842730,4102,69
2023-11-16 18:35:44.3535400,4091,49
2023-11-16 18:35:48.0883690,4092,45
2023-11-16 18:35:48.1432180,4083,84
2023-11-16 18:35:48.4653910,4092,28
2023-11-16 18:35:49.4660670,4078,87
2023-11-16 18:35:50.1764640,4076,165
2023-11-16 18:35:52.3146840,4089,45
2023-11-16 18:35:53.1580350,4088,76
2023-11-16 18:35:54.1801060,4145,165
2023-11-16 18:36:00.7324690,4083,92
2023-11-16 18:36:01.2625730,4083,50
2023-11-16 18:36:02.7905060,4088,120
2023-11-16 18:36:04.8478630,4091,40
2023-11-16 18:36:05.3315910,4093,55
2023-11-16 18:36:07.4099460,4096,59
2023-11-16 18:36:07.4783610,4076,31
2023-11-16 18:36:08.2105580,4105,55
2023-11-16 18:36:08.3273870,4080,93
2023-11-16 18:36:09.6366160,4078,41
2023-11-16 18:36:09.7408310,4085,64
2023-11-16 18:36:10.8450220,4076,121
2023-11-16 18:36:12.9913770,4082,83
2023-11-16 18:36:13.8127400,4077,176
2023-11-16 18:36:13.9746330,4082,43
2023-11-16 18:36:16.5820250,4090,88
2023-11-16 18:36:17.1347690,4085,238
2023-11-16 18:36:18.8674310,4085,60
2023-11-16 18:36:19.8052710,4082,43
2023-11-16 18:36:23.0336720,4126,70
2023-11-16 18:36:26.1361120,4078,114
2023-11-16 18:36:26.7177180,4097,45
2023-11-16 18:36:29.1230530,4111,65
2023-11-16 18:36:30.6420240,4092,36
2023-11-16 18:36:31.4854130,4079,151
2023-11-16 18:36:33.5937050,4088,46
2023-11-16 18:36:33.7473340,4086,34
2023-11-16 18:36:35.3213540,4072,36
2023-11-16 18:36:35.8007860,4104,119
2023-11-16 18:36:36.9543700,4073,31
2023-11-16 18:36:39.6141420,4083,100
2023-11-16 18:36:40.4381080,4075,36
2023-11-16 18:36:41.7488180,4079,46
2023-11-16 18:36:42.5031480,4075,43
2023-11-16 18:36:42.7117530,4087,140
2023-11-16 18:36:43.8942750,4074,42
2023-11-16 18:36:45.2052690,4131,51
2023-11-16 18:36:46.3526800,4083,28
2023-11-16 18:36:46.6351740,4086,27
2023-11-16 18:36:47.9954790,4076,25
2023-11-16 18:36:48.9373230,4084,73
2023-11-16 18:36:52.1427320,4106,51
2023-11-16 18:36:53.7095570,4073,84
2023-11-16 18:36:54.4303360,4081,27
2023-11-16 18:36:54.9456210,4080,63
2023-11-16 18:36:55.0814560,4088,33
2023-11-16 18:36:55.8977060,4080,33
2023-11-16 18:36:58.1447880,4084,63
2023-11-16 18:37:00.9706330,4072,39
2023-11-16 18:37:01.5865620,4097,41
2023-11-16 18:37:02.3177710,4078,58
2023-11-16 18:37:02.4347300,4085,46
2023-11-16 18:37:04.0288910,4078,41
2023-11-16 18:37:05.0292350,4089,35
2023-11-16 18:37:05.7754370,4108,65
2023-11-16 18:37:08.4793260,4109,66
2023-11-16 18:37:13.2070560,4088,111
2023-11-16 18:37:13.5838510,4081,112
2023-11-16 18:37:14.4189780,4080,58
2023-11-16 18:37:14.5121890,4080,79
2023-11-16 18:37:19.8655440,4087,39
2023-11-16 18:37:21.0391380,4081,91
2023-11-16 18:37:24.2265380,4082,34
2023-11-16 18:37:25.1957910,4091,37
2023-11-16 18:37:25.2700960,4098,41
2023-11-16 18:37:28.9448100,4098,65
2023-11-16 18:37:29.5423140,4082,71
2023-11-16 18:37:30.1435340,4081,47
2023-11-16 18:37:32.0070900,4090,88
2023-11-16 18:37:34.2559160,4143,36
2023-11-16 18:37:35.5934150,4084,29
2023-11-16 18:37:36.6990460,4077,34
2023-11-16 18:37:38.0826750,4098,43
2023-11-16 18:37:39.7693450,3683,47
2023-11-16 18:37:41.5511050,4081,48
2023-11-16 18:37:42.6508510,4074,44
2023-11-16 18:37:43.9168380,4077,37
2023-11-16 18:37:44.0051950,4087,84
2023-11-16 18:37:45.0820570,4080,53
2023-11-16 18:37:50.2196790,3072,99
2023-11-16 18:37:50.5090710,4086,757
2023-11-16 18:37:50.8078280,4073,40
2023-11-16 18:37:51.3796920,4075,38
2023-11-16 18:37:55.1889290,4125,41
2023-11-16 18:37:57.5524470,4156,71
2023-11-16 18:37:58.6536220,4081,46
2023-11-16 18:37:58.6747060,4105,57
2023-11-16 18:38:00.1026540,4074,40
2023-11-16 18:38:01.2044290,4089,42
2023-11-16 18:38:01.3487680,4081,48
2023-11-16 18:38:01.5213720,4074,67
2023-11-16 18:38:04.7911100,4075,59
2023-11-16 18:38:05.1461840,4090,120
2023-11-16 18:38:05.2331730,4073,39
2023-11-16 18:38:06.2481750,4080,70
2023-11-16 18:38:06.4358690,4135,52
2023-11-16 18:38:06.4500100,4078,38
2023-11-16 18:38:06.6654170,4080,328
2023-11-16 18:38:07.0387780,4073,32
2023-11-16 18:38:07.1476670,4075,44
2023-11-16 18:38:08.4788530,4074,50
2023-11-16 18:38:09.8644300,4085,36
2023-11-16 18:38:10.0001200,4090,46
2023-11-16 18:38:10.6558820,4122,25
2023-11-16 18:38:11.3308790,4082,45
2023-11-16 18:38:11.3925880,4077,57
2023-11-16 18:38:12.3645930,4074,37
2023-11-16 18:38:13.1028100,4081,27
2023-11-16 18:38:13.2999480,4076,41
2023-11-16 18:38:13.8677370,4108,75
2023-11-16 18:38:14.3885010,4089,72
2023-11-16 18:38:16.3290690,4080,51
2023-11-16 18:38:16.7593040,4085,49
2023-11-16 18:38:17.7358450,4083,28
2023-11-16 18:38:18.5505590,4082,54
2023-11-16 18:38:19.3167450,4086,33
2023-11-16 18:38:20.4576700,3158,50
2023-11-16 18:38:21.6381170,4073,30
2023-11-16 18:38:22.5075240,4069,41
2023-11-16 18:38:23.0809490,4115,64
2023-11-16 18:38:26.0233490,4077,168
2023-11-16 18:38:28.6811450,4088,73
2023-11-16 18:38:30.5798240,4075,28
2023-11-16 18:38:30.9532050,4029,50
2023-11-16 18:38:32.2770810,4090,131
2023-11-16 18:38:33.7215860,4077,98
2023-11-16 18:38:34.8555110,4079,29
2023-11-16 18:38:38.1791020,4085,42
2023-11-16 18:38:38.6949900,4071,45
2023-11-16 18:38:39.2118430,4089,64
2023-11-16 18:38:39.2648050,7650,102
2023-11-16 18:38:39.4471420,4076,31
2023-11-16 18:38:40.0575060,4079,38
2023-11-16 18:38:40.3414210,4076,60
2023-11-16 18:38:42.1658590,4122,52
2023-11-16 18:38:43.6667700,4095,56
2023-11-16 18:38:44.1104940,4088,70
2023-11-16 18:38:46.9060050,4078,46
2023-11-16 18:38:47.7426270,4085,36
2023-11-16 18:38:47.7788280,4075,49
2023-11-16 18:38:47.9419340,4074,55
