timestamp,original_rpm,original_prompt_token,original_completion_token
2026-03-03T13:48:00,3634,13650880,421751
2026-03-03T13:50:00,3783,16549620,462273
2026-03-03T13:52:00,3572,15340892,459946
2026-03-03T13:54:00,3271,16228935,455096
2026-03-03T13:56:00,3510,16208820,441894
2026-03-03T13:58:00,3440,17256850,532847
2026-03-03T14:00:00,3465,16234463,528629
2026-03-03T14:02:00,3725,19749914,563287
2026-03-03T14:04:00,4025,25185967,671242
2026-03-03T14:06:00,4632,32854143,750838
2026-03-03T14:08:00,4913,36090738,788499
2026-03-03T14:10:00,5466,41293591,930763
2026-03-03T14:12:00,5614,44239166,1020909
2026-03-03T14:14:00,6184,45681308,1009440
2026-03-03T14:16:00,6185,50855148,1049725
2026-03-03T14:18:00,6495,51978066,1160006
2026-03-03T14:20:00,7038,49828446,1162909
2026-03-03T14:22:00,6959,51158598,1158883
2026-03-03T14:24:00,7613,54344459,1122258
2026-03-03T14:26:00,6867,53618624,1152361
2026-03-03T14:28:00,7477,59290850,1218943
2026-03-03T14:30:00,7727,58373959,1329948
2026-03-03T14:32:00,7597,62243536,1327833
2026-03-03T14:34:00,8159,58994693,1361910
2026-03-03T14:36:00,7755,59709972,1342802
2026-03-03T14:38:00,8774,62142605,1358247
2026-03-03T14:40:00,8115,64289406,1289820
2026-03-03T14:42:00,8437,63754741,1303048
2026-03-03T14:44:00,8665,63181073,1352671
2026-03-03T14:46:00,8340,67456828,1346452
2026-03-03T14:48:00,8151,63646872,1299078
2026-03-03T14:50:00,8134,67537253,1280816
2026-03-03T14:52:00,8024,64981596,1361096
2026-03-03T14:54:00,7678,64339566,1326616
2026-03-03T14:56:00,8443,67070257,1292504
2026-03-03T14:58:00,7967,63390669,1226791
2026-03-03T15:00:00,7767,65546555,1287165
2026-03-03T15:02:00,7962,68504633,1247317
2026-03-03T15:04:00,7805,64399038,1314163
2026-03-03T15:06:00,8075,64866200,1415890
2026-03-03T15:08:00,8045,67391505,1270535
2026-03-03T15:10:00,8220,67988690,1378138
2026-03-03T15:12:00,7821,66732804,1367119
2026-03-03T15:14:00,8186,68095169,1268931
2026-03-03T15:16:00,7632,67172766,1272561
2026-03-03T15:18:00,7839,70811012,1386842
2026-03-03T15:20:00,7618,69383461,1382657
2026-03-03T15:22:00,7992,65704682,1396041
2026-03-03T15:24:00,8111,66589956,1361018
2026-03-03T15:26:00,7620,66641160,1293611
2026-03-03T15:28:00,7761,68210470,1232611
2026-03-03T15:30:00,8357,70353659,1346001
2026-03-03T15:32:00,7971,68182014,1325325
2026-03-03T15:34:00,7963,70515729,1270109
2026-03-03T15:36:00,8157,68136121,1364748
2026-03-03T15:38:00,7696,66585759,1277434
2026-03-03T15:40:00,7739,70723785,1421263
2026-03-03T15:42:00,7684,67049918,1363759
2026-03-03T15:44:00,7513,65696348,1440636
2026-03-03T15:46:00,7430,62147560,1279596
2026-03-03T15:48:00,7706,66033188,1399536
2026-03-03T15:50:00,7408,65940822,1347125
2026-03-03T15:52:00,7345,66859647,1502948
2026-03-03T15:54:00,7387,66665551,1516044
2026-03-03T15:56:00,7704,66185330,1471555
2026-03-03T15:58:00,7661,67602677,1363306
2026-03-03T16:00:00,7328,62135327,1213971
2026-03-03T16:02:00,7900,61847067,1261321
2026-03-03T16:04:00,7873,62160309,1324793
2026-03-03T16:06:00,7837,62767369,1294735
2026-03-03T16:08:00,7201,59361079,1307453
2026-03-03T16:10:00,7585,61919900,1319147
2026-03-03T16:12:00,8030,63596850,1251804
2026-03-03T16:14:00,7613,60544373,1295263
2026-03-03T16:16:00,7424,60416466,1272828
2026-03-03T16:18:00,7406,66834305,1415627
2026-03-03T16:20:00,7542,64541810,1294654
2026-03-03T16:22:00,7287,63435199,1422972
2026-03-03T16:24:00,7866,66839718,1439551
2026-03-03T16:26:00,7569,68720708,1442908
2026-03-03T16:28:00,7667,63227703,1403443
2026-03-03T16:30:00,7873,66736351,1433705
2026-03-03T16:32:00,7687,64944254,1384239
2026-03-03T16:34:00,7511,67608916,1237233
2026-03-03T16:36:00,7696,71032388,1450715
2026-03-03T16:38:00,7522,69363337,1355380
2026-03-03T16:40:00,7521,68331645,1329900
2026-03-03T16:42:00,7481,65880553,1346285
2026-03-03T16:44:00,7346,64777640,1339388
2026-03-03T16:46:00,7233,66508506,1341361
2026-03-03T16:48:00,7529,67263267,1332971
2026-03-03T16:50:00,8173,66737179,1352542
2026-03-03T16:52:00,7711,64648051,1260910
2026-03-03T16:54:00,7545,61327231,1315104
2026-03-03T16:56:00,8178,67966550,1460592
2026-03-03T16:58:00,8306,66783743,1319206
2026-03-03T17:00:00,8007,67112387,1294375
2026-03-03T17:02:00,7555,59114453,1384387
2026-03-03T17:04:00,7563,63435513,1322336
2026-03-03T17:06:00,7618,64345188,1277269
2026-03-03T17:08:00,7593,62221462,1308688
2026-03-03T17:10:00,8158,61824348,1378036
2026-03-03T17:12:00,7739,64485026,1347983
2026-03-03T17:14:00,7661,65591426,1287894
2026-03-03T17:16:00,7972,65610772,1341261
2026-03-03T17:18:00,7659,66810172,1533150
2026-03-03T17:20:00,8189,65959625,1380380
2026-03-03T17:22:00,7281,61430450,1392916
2026-03-03T17:24:00,7756,65542943,1378414
2026-03-03T17:26:00,7181,62999665,1327501
2026-03-03T17:28:00,7383,61962159,1342135
2026-03-03T17:30:00,7582,61005562,1388137
2026-03-03T17:32:00,6977,57829825,1324347
2026-03-03T17:34:00,6658,57565580,1385746
2026-03-03T17:36:00,6428,56884310,1561968
2026-03-03T17:38:00,6793,54751072,1354332
2026-03-03T17:40:00,6578,54473037,1256594
2026-03-03T17:42:00,6490,54293286,1349430
2026-03-03T17:44:00,6382,54905764,1261328
2026-03-03T17:46:00,6309,51404668,1239281
2026-03-03T17:48:00,5932,50346168,1092187
2026-03-03T17:50:00,5833,53556701,1163412
2026-03-03T17:52:00,6129,52834951,1196186
2026-03-03T17:54:00,6009,44844307,1025991
2026-03-03T17:56:00,6525,47559011,1118405
2026-03-03T17:58:00,6151,45629785,1022784
2026-03-03T18:00:00,5708,44138289,1104856
2026-03-03T18:02:00,5216,41257894,958713
2026-03-03T18:04:00,5154,40577611,1080037
2026-03-03T18:06:00,5204,40284377,1001112
2026-03-03T18:08:00,5111,41456364,914051
2026-03-03T18:10:00,4805,37268943,823978
2026-03-03T18:12:00,4418,35689796,827752
2026-03-03T18:14:00,4808,36955242,849859
2026-03-03T18:16:00,4718,34076508,805721
2026-03-03T18:18:00,4527,32349343,754404
2026-03-03T18:20:00,4370,31703380,731679
2026-03-03T18:22:00,4279,29806485,670912
2026-03-03T18:24:00,4975,30305763,758252
2026-03-03T18:26:00,4406,29780832,660331
2026-03-03T18:28:00,4357,28286585,695394
2026-03-03T18:30:00,4339,28017885,737464
2026-03-03T18:32:00,4203,28399795,639720
2026-03-03T18:34:00,4186,24039620,609407
2026-03-03T18:36:00,4193,27148998,645705
2026-03-03T18:38:00,3811,29262714,633527
2026-03-03T18:40:00,3810,26011919,707622
2026-03-03T18:42:00,3802,27349926,577908
2026-03-03T18:44:00,3765,25689986,676594
2026-03-03T18:46:00,4230,29441542,700384
2026-03-03T18:48:00,4159,29055334,777423
2026-03-03T18:50:00,3564,28241077,737109
2026-03-03T18:52:00,3927,26861439,655137
2026-03-03T18:54:00,3659,24618348,711738
2026-03-03T18:56:00,3633,23687450,616452
2026-03-03T18:58:00,3793,26623815,667313
2026-03-03T19:00:00,4282,26722439,667313
2026-03-03T19:02:00,4132,25772727,672194
2026-03-03T19:04:00,3988,27708417,605729
2026-03-03T19:06:00,4031,28588071,805764
2026-03-03T19:08:00,4320,27445885,718801
2026-03-03T19:10:00,5177,33906722,851200
2026-03-03T19:12:00,4678,33914917,866095
2026-03-03T19:14:00,4886,32846016,908622
2026-03-03T19:16:00,4592,33852631,951843
2026-03-03T19:18:00,4669,31756748,921695
2026-03-03T19:20:00,5417,29793709,884057
2026-03-03T19:22:00,4786,33574881,899918
2026-03-03T19:24:00,4554,32936725,923768
2026-03-03T19:26:00,4479,32567277,944164
2026-03-03T19:28:00,4910,32079954,850501
2026-03-03T19:30:00,4542,34548061,813501
2026-03-03T19:32:00,5337,35554484,885882
2026-03-03T19:34:00,4598,34318970,850392
2026-03-03T19:36:00,4372,34751860,863461
2026-03-03T19:38:00,4376,34368794,773902
2026-03-03T19:40:00,4939,33279301,859141
2026-03-03T19:42:00,4402,35644071,811938
2026-03-03T19:44:00,5107,36951355,919704
2026-03-03T19:46:00,4489,36719248,771241
2026-03-03T19:48:00,4586,34757844,796017
2026-03-03T19:50:00,4865,36350878,820504
2026-03-03T19:52:00,5183,36915068,770608
2026-03-03T19:54:00,5634,37098247,854161
2026-03-03T19:56:00,5107,40039413,821890
2026-03-03T19:58:00,4679,37652865,853110
2026-03-03T20:00:00,5194,40905788,815381
2026-03-03T20:02:00,4654,36759342,828270
2026-03-03T20:04:00,5219,36554421,851110
2026-03-03T20:06:00,5292,40984738,892494
2026-03-03T20:08:00,4680,35123088,836402
2026-03-03T20:10:00,4618,35749792,877734
2026-03-03T20:12:00,4405,34353491,806061
2026-03-03T20:14:00,4632,35309442,867347
2026-03-03T20:16:00,4574,34373048,894027
2026-03-03T20:18:00,5199,37050107,833464
2026-03-03T20:20:00,5118,35309486,906100
2026-03-03T20:22:00,5453,37315386,912244
2026-03-03T20:24:00,5188,36896030,895170
2026-03-03T20:26:00,5075,36306249,751038
2026-03-03T20:28:00,4657,37431432,831465
2026-03-03T20:30:00,4928,37867627,936224
2026-03-03T20:32:00,4397,35030284,833413
2026-03-03T20:34:00,4364,33036524,785490
2026-03-03T20:36:00,4311,35304372,717083
2026-03-03T20:38:00,4154,33365185,909882
2026-03-03T20:40:00,5635,33465333,896044
2026-03-03T20:42:00,4636,29806325,710264
2026-03-03T20:44:00,4104,29540213,709735
2026-03-03T20:46:00,3913,29524354,720589
2026-03-03T20:48:00,4226,26996083,709118
2026-03-03T20:50:00,4019,29102794,693282
2026-03-03T20:52:00,3904,31232754,716592
2026-03-03T20:54:00,3942,29141469,678376
2026-03-03T20:56:00,3956,28799833,673415
2026-03-03T20:58:00,3942,28339012,609753
2026-03-03T21:00:00,4337,29514130,740208
2026-03-03T21:02:00,4006,27219986,661406
2026-03-03T21:04:00,3926,26605846,661770
2026-03-03T21:06:00,3779,26574420,603113
2026-03-03T21:08:00,3777,25564804,605143
2026-03-03T21:10:00,3465,26064528,562255
2026-03-03T21:12:00,3877,26871865,576185
2026-03-03T21:14:00,3666,25196177,574699
2026-03-03T21:16:00,3534,24542639,606964
2026-03-03T21:18:00,4132,20382278,577129
2026-03-03T21:20:00,3539,21839462,561689
2026-03-03T21:22:00,3582,19332840,551754
2026-03-03T21:24:00,3624,16648621,495534
2026-03-03T21:26:00,3729,20023601,545535
2026-03-03T21:28:00,4156,19034904,617699
2026-03-03T21:30:00,4124,17209201,599873
2026-03-03T21:32:00,3538,15707674,550604
2026-03-03T21:34:00,3384,18444741,484941
2026-03-03T21:36:00,3598,16692527,491836
2026-03-03T21:38:00,3473,17462057,519644
2026-03-03T21:40:00,3245,16051375,528336
2026-03-03T21:42:00,3247,15996059,557258
2026-03-03T21:44:00,3259,15972184,526885
2026-03-03T21:46:00,3338,17187635,430517
2026-03-03T21:48:00,3157,16086336,460158
2026-03-03T21:50:00,3589,17151874,618558
2026-03-03T21:52:00,3474,17299798,525048
2026-03-03T21:54:00,3227,17227369,440527
2026-03-03T21:56:00,3803,18243442,536241
2026-03-03T21:58:00,3379,12802461,408088
2026-03-03T22:00:00,3542,17687115,481334
2026-03-03T22:02:00,3687,18194292,453040
2026-03-03T22:04:00,3818,19074376,452533
2026-03-03T22:06:00,3254,16378251,454153
2026-03-03T22:08:00,3551,14576079,555951
2026-03-03T22:10:00,3948,14044013,418148
2026-03-03T22:12:00,3297,13793176,442930
2026-03-03T22:14:00,2936,13397128,375708
2026-03-03T22:16:00,4147,15944851,451655
2026-03-03T22:18:00,3070,13768273,419709
2026-03-03T22:20:00,3571,13874903,453827
2026-03-03T22:22:00,3258,13561280,383716
2026-03-03T22:24:00,3730,14288200,438837
2026-03-03T22:26:00,3320,13602966,362226
2026-03-03T22:28:00,3355,12100664,432312
2026-03-03T22:30:00,2987,11987599,355241
2026-03-03T22:32:00,2848,11768715,364580
2026-03-03T22:34:00,2884,12129041,425239
2026-03-03T22:36:00,3019,10443977,392169
2026-03-03T22:38:00,3364,11804720,403639
2026-03-03T22:40:00,3004,13556784,366848
2026-03-03T22:42:00,3248,10695927,400027
2026-03-03T22:44:00,3078,12684668,404216
2026-03-03T22:46:00,3376,12005719,413641
2026-03-03T22:48:00,3047,13345694,426722
2026-03-03T22:50:00,2834,11301570,375035
2026-03-03T22:52:00,2997,10375369,346039
2026-03-03T22:54:00,3216,9454163,347453
2026-03-03T22:56:00,3174,8751195,422330
2026-03-03T22:58:00,2995,7628656,364074
2026-03-03T23:00:00,3269,11270938,338064
2026-03-03T23:02:00,3103,7704974,330807
2026-03-03T23:04:00,3136,7817673,298108
2026-03-03T23:06:00,3189,7638087,363007
2026-03-03T23:08:00,3599,9673535,343436
2026-03-03T23:10:00,3333,9128741,323289
2026-03-03T23:12:00,3362,8452660,353056
2026-03-03T23:14:00,3583,9785214,347237
2026-03-03T23:16:00,3263,8681144,365157
2026-03-03T23:18:00,3449,8528883,334719
2026-03-03T23:20:00,3130,8887287,404529
2026-03-03T23:22:00,3267,9193904,381514
2026-03-03T23:24:00,3254,8414132,356364
2026-03-03T23:26:00,3119,8883010,352829
2026-03-03T23:28:00,3235,8564156,380165
2026-03-03T23:30:00,3226,8482936,300612
2026-03-03T23:32:00,3469,8483969,437815
2026-03-03T23:34:00,3252,7969527,345934
2026-03-03T23:36:00,3235,7406873,369794
2026-03-03T23:38:00,3388,7912183,463350
2026-03-03T23:40:00,3463,7194675,386282
2026-03-03T23:42:00,3373,6624234,363279
2026-03-03T23:44:00,4006,7724868,345678
2026-03-03T23:46:00,3778,7962759,384326
2026-03-03T23:48:00,3450,7934454,330990
2026-03-03T23:50:00,3500,8308923,325786
2026-03-03T23:52:00,3438,9340714,359954
2026-03-03T23:54:00,3172,7960084,352332
2026-03-03T23:56:00,3279,7217452,282926
2026-03-03T23:58:00,3032,7942692,344032
