timestamp,original_rpm,original_prompt_token,original_completion_token
2026-03-03T08:50:00,2411,12369615,330759
2026-03-03T08:51:00,2431,13425822,385180
2026-03-03T08:52:00,2661,11752631,399031
2026-03-03T08:53:00,2815,13762235,366506
2026-03-03T08:54:00,2816,15888066,452287
2026-03-03T08:55:00,2625,13930002,436389
2026-03-03T08:56:00,2796,16442857,465254
2026-03-03T08:57:00,2918,18804098,496032
2026-03-03T08:58:00,2823,19277638,462100
2026-03-03T08:59:00,2904,19046367,507673
2026-03-03T09:00:00,2914,20305577,537875
2026-03-03T09:01:00,3006,23056819,525357
2026-03-03T09:02:00,3089,23981990,614884
2026-03-03T09:03:00,3038,25207795,515101
2026-03-03T09:04:00,3208,25254257,594132
2026-03-03T09:05:00,3757,28260932,673121
2026-03-03T09:06:00,3865,27146600,652083
2026-03-03T09:07:00,3851,27269297,665274
2026-03-03T09:08:00,3863,31387299,697213
2026-03-03T09:09:00,4040,31534670,716310
2026-03-03T09:10:00,3959,31751212,647676
2026-03-03T09:11:00,3936,30393792,796905
2026-03-03T09:12:00,4348,34220993,715030
2026-03-03T09:13:00,4357,35477633,811944
2026-03-03T09:14:00,4795,37007525,867781
2026-03-03T09:15:00,4556,38401841,892691
2026-03-03T09:16:00,4430,37397629,860257
2026-03-03T09:17:00,4156,33674191,793731
2026-03-03T09:18:00,4439,37228824,833118
2026-03-03T09:19:00,4479,39429959,895298
2026-03-03T09:20:00,4698,39912377,852899
2026-03-03T09:21:00,4927,38513875,921879
2026-03-03T09:22:00,4630,38250234,797384
2026-03-03T09:23:00,4681,40648242,913756
2026-03-03T09:24:00,4436,37586261,880518
2026-03-03T09:25:00,4826,34899636,863395
2026-03-03T09:26:00,5247,39026203,944619
2026-03-03T09:27:00,4917,39091870,1004961
2026-03-03T09:28:00,4796,41368461,1026400
2026-03-03T09:29:00,4568,38927856,906628
2026-03-03T09:30:00,4439,36394202,837880
2026-03-03T09:31:00,4944,39610694,932662
2026-03-03T09:32:00,5125,39861372,960698
2026-03-03T09:33:00,5121,38741699,988690
2026-03-03T09:34:00,5235,40751408,1080806
2026-03-03T09:35:00,5353,43100195,1030269
2026-03-03T09:36:00,5307,42752387,1052595
2026-03-03T09:37:00,5643,44075932,1019926
2026-03-03T09:38:00,5528,43807347,935399
2026-03-03T09:39:00,5367,42283208,928292
2026-03-03T09:40:00,5439,46884502,909735
2026-03-03T09:41:00,5693,45841005,1016785
2026-03-03T09:42:00,6155,45451499,1044078
2026-03-03T09:43:00,6200,43303157,1024845
2026-03-03T09:44:00,5482,43960733,1004894
2026-03-03T09:45:00,5203,47935979,989929
2026-03-03T09:46:00,5406,48299359,1042636
2026-03-03T09:47:00,5437,49232987,1143647
2026-03-03T09:48:00,5249,45985080,1089074
2026-03-03T09:49:00,5840,45968973,981290
2026-03-03T09:50:00,5752,45541528,1130755
2026-03-03T09:51:00,5767,48982485,983852
2026-03-03T09:52:00,5607,48489869,996196
2026-03-03T09:53:00,5741,47535636,1122297
2026-03-03T09:54:00,5724,50709564,1146410
2026-03-03T09:55:00,6202,50521182,1198974
2026-03-03T09:56:00,7180,52719093,1206315
2026-03-03T09:57:00,7122,52476300,1143762
2026-03-03T09:58:00,7065,52740907,1161840
2026-03-03T09:59:00,7389,52828694,1135838
2026-03-03T10:00:00,7456,53812248,1196122
2026-03-03T10:01:00,7467,54263378,1233792
2026-03-03T10:02:00,7570,53004783,1220764
2026-03-03T10:03:00,7578,53279436,1304947
2026-03-03T10:04:00,7891,51032166,1156287
2026-03-03T10:05:00,7378,54522673,1245036
2026-03-03T10:06:00,7674,55721372,1296426
2026-03-03T10:07:00,7231,55161303,1214500
2026-03-03T10:08:00,7093,53407255,1213946
2026-03-03T10:09:00,7384,59370533,1099306
2026-03-03T10:10:00,7422,58900653,1210030
2026-03-03T10:11:00,7663,57274740,1168277
2026-03-03T10:12:00,7510,54384008,1224080
2026-03-03T10:13:00,7552,53563565,1148361
2026-03-03T10:14:00,7296,52651939,1197265
2026-03-03T10:15:00,7109,51126318,1146847
2026-03-03T10:16:00,7492,52937905,1308680
2026-03-03T10:17:00,7090,53594972,1241470
2026-03-03T10:18:00,7710,57122535,1243925
2026-03-03T10:19:00,7620,53659491,1125883
2026-03-03T10:20:00,7425,52621971,1116428
2026-03-03T10:21:00,7245,53700488,1252673
2026-03-03T10:22:00,6912,50555705,1122026
2026-03-03T10:23:00,7147,52505125,1272012
2026-03-03T10:24:00,8214,58151614,1243502
2026-03-03T10:25:00,7977,55434855,1226462
2026-03-03T10:26:00,7313,54158433,1153968
2026-03-03T10:27:00,7605,54226332,1312997
2026-03-03T10:28:00,7509,54567698,1216103
2026-03-03T10:29:00,7137,54284000,1235444
2026-03-03T10:30:00,7243,52880957,1244524
2026-03-03T10:31:00,7903,54279400,1214064
2026-03-03T10:32:00,7435,55491360,1198062
2026-03-03T10:33:00,7457,54396538,1224849
2026-03-03T10:34:00,7592,51512314,1248852
2026-03-03T10:35:00,7236,51328283,1225281
2026-03-03T10:36:00,7421,53342877,1259218
2026-03-03T10:37:00,7689,57455079,1294338
2026-03-03T10:38:00,7865,56549689,1258422
2026-03-03T10:39:00,7433,57770060,1304488
2026-03-03T10:40:00,7529,59345058,1279941
2026-03-03T10:41:00,7239,56864282,1189626
2026-03-03T10:42:00,7818,58464538,1298444
2026-03-03T10:43:00,7593,57146225,1273160
2026-03-03T10:44:00,7609,57429208,1272502
2026-03-03T10:45:00,7390,56483698,1256830
2026-03-03T10:46:00,7604,59205004,1436641
2026-03-03T10:47:00,7658,52540860,1343881
2026-03-03T10:48:00,7902,54070548,1293950
2026-03-03T10:49:00,7410,56973550,1290839
2026-03-03T10:50:00,7831,60093195,1219257
2026-03-03T10:51:00,7257,57436737,1255515
2026-03-03T10:52:00,7314,57329564,1241158
2026-03-03T10:53:00,7292,58289176,1304744
2026-03-03T10:54:00,7963,59050837,1403948
2026-03-03T10:55:00,8268,60830683,1452377
2026-03-03T10:56:00,7541,57260533,1378594
2026-03-03T10:57:00,8090,56360103,1435988
2026-03-03T10:58:00,8559,57537148,1487664
2026-03-03T10:59:00,7487,57745670,1324929
2026-03-03T11:00:00,7333,57364138,1206903
2026-03-03T11:01:00,7839,60301085,1350804
2026-03-03T11:02:00,8131,60235049,1303870
2026-03-03T11:03:00,7470,56783292,1291667
2026-03-03T11:04:00,7251,56821281,1299773
2026-03-03T11:05:00,7262,59645263,1238150
2026-03-03T11:06:00,8011,58436196,1398737
2026-03-03T11:07:00,7636,60248165,1243884
2026-03-03T11:08:00,7583,60360580,1321558
2026-03-03T11:09:00,7438,58602517,1371584
2026-03-03T11:10:00,7541,58640777,1282553
2026-03-03T11:11:00,8012,59637463,1409031
2026-03-03T11:12:00,7470,60200391,1406187
2026-03-03T11:13:00,7856,62375973,1425007
2026-03-03T11:14:00,7937,58638128,1346478
2026-03-03T11:15:00,7860,61221039,1295755
2026-03-03T11:16:00,8162,63633511,1349810
2026-03-03T11:17:00,8409,63510464,1334944
2026-03-03T11:18:00,8708,65090300,1318335
2026-03-03T11:19:00,8596,67752927,1335113
2026-03-03T11:20:00,8194,60689242,1308924
2026-03-03T11:21:00,8751,62001268,1421528
2026-03-03T11:22:00,9763,66300714,1339565
2026-03-03T11:23:00,8290,64310589,1298068
2026-03-03T11:24:00,8306,65155615,1353865
2026-03-03T11:25:00,8348,63382838,1366934
2026-03-03T11:26:00,8461,63420646,1360415
2026-03-03T11:27:00,8403,61431891,1343766
2026-03-03T11:28:00,8641,61571061,1343656
2026-03-03T11:29:00,8500,63621813,1378348
2026-03-03T11:30:00,8926,66364254,1390618
2026-03-03T11:31:00,8561,68033484,1395909
2026-03-03T11:32:00,8716,64626764,1487491
2026-03-03T11:33:00,8405,63355022,1370019
2026-03-03T11:34:00,8185,65607620,1489064
2026-03-03T11:35:00,8003,61594817,1385236
2026-03-03T11:36:00,8109,61307330,1333433
2026-03-03T11:37:00,8215,59968713,1422082
2026-03-03T11:38:00,8001,62356176,1477724
2026-03-03T11:39:00,7833,60005644,1340855
2026-03-03T11:40:00,8052,62393453,1500027
2026-03-03T11:41:00,7491,61743310,1391380
2026-03-03T11:42:00,7626,62839535,1317821
2026-03-03T11:43:00,7870,62509914,1374799
2026-03-03T11:44:00,8075,64304611,1419324
2026-03-03T11:45:00,7882,65037011,1302543
2026-03-03T11:46:00,8081,65238554,1398293
2026-03-03T11:47:00,7653,59224716,1253440
2026-03-03T11:48:00,7646,61836807,1365403
2026-03-03T11:49:00,7490,62306484,1372046
2026-03-03T11:50:00,7451,60914968,1298595
2026-03-03T11:51:00,7084,56990783,1371404
2026-03-03T11:52:00,7196,58574576,1255821
2026-03-03T11:53:00,7002,56584577,1243547
2026-03-03T11:54:00,6850,55959107,1155807
2026-03-03T11:55:00,7072,58498620,1181733
2026-03-03T11:56:00,6691,57388745,1157219
2026-03-03T11:57:00,6771,56352776,1114231
2026-03-03T11:58:00,6808,56982989,1153235
2026-03-03T11:59:00,6506,53495805,1085489
2026-03-03T12:00:00,6413,53993280,1003246
2026-03-03T12:01:00,5970,52308811,982725
2026-03-03T12:02:00,5526,51710442,933557
2026-03-03T12:03:00,5290,47199642,932411
2026-03-03T12:04:00,5240,45855871,976146
2026-03-03T12:05:00,5085,45702578,893882
2026-03-03T12:06:00,5073,46631451,815943
2026-03-03T12:07:00,5315,44497629,888068
2026-03-03T12:08:00,4758,40542706,765288
2026-03-03T12:09:00,5121,42598877,892728
2026-03-03T12:10:00,4944,38637902,785087
2026-03-03T12:11:00,5056,40060771,733831
2026-03-03T12:12:00,4968,37108591,715784
2026-03-03T12:13:00,4868,38866128,780737
2026-03-03T12:14:00,4607,36152752,740286
2026-03-03T12:15:00,4626,35084360,694447
2026-03-03T12:16:00,4387,32941802,759769
2026-03-03T12:17:00,4529,33978239,661955
2026-03-03T12:18:00,4644,33002186,733097
2026-03-03T12:19:00,4520,30654451,642686
2026-03-03T12:20:00,4516,31875689,645274
2026-03-03T12:21:00,4199,29921527,639100
2026-03-03T12:22:00,4257,28210695,716831
2026-03-03T12:23:00,4319,29312150,706066
2026-03-03T12:24:00,3832,24524097,636358
2026-03-03T12:25:00,3672,24415704,609918
2026-03-03T12:26:00,3644,23248027,524545
2026-03-03T12:27:00,3671,22284827,557246
2026-03-03T12:28:00,3598,22587486,529654
2026-03-03T12:29:00,3340,20720443,508230
2026-03-03T12:30:00,3554,22145851,555481
2026-03-03T12:31:00,3628,19412764,579425
2026-03-03T12:32:00,3394,19752931,474392
2026-03-03T12:33:00,3696,21125294,519751
2026-03-03T12:34:00,3548,20175286,524368
2026-03-03T12:35:00,3707,17859736,484535
2026-03-03T12:36:00,3482,16957282,478807
2026-03-03T12:37:00,3486,15129639,484389
2026-03-03T12:38:00,3398,15046172,421234
2026-03-03T12:39:00,3248,15566327,394006
2026-03-03T12:40:00,2993,13816792,397336
2026-03-03T12:41:00,2940,14382983,433768
2026-03-03T12:42:00,3019,14497007,375933
2026-03-03T12:43:00,3106,13631886,397947
2026-03-03T12:44:00,3283,14813185,445691
2026-03-03T12:45:00,3464,14481103,428770
2026-03-03T12:46:00,3347,14344799,388285
2026-03-03T12:47:00,3316,15580113,397130
2026-03-03T12:48:00,3329,14844132,460352
2026-03-03T12:49:00,3740,14298978,412337
2026-03-03T12:50:00,3313,14079953,425600
2026-03-03T12:51:00,3242,14228666,476804
2026-03-03T12:52:00,3545,13708631,405419
2026-03-03T12:53:00,3224,13858855,383067
2026-03-03T12:54:00,2964,13471272,399565
2026-03-03T12:55:00,2939,12487287,413922
2026-03-03T12:56:00,2901,14750952,362301
2026-03-03T12:57:00,3057,12565563,397328
2026-03-03T12:58:00,2961,12648916,381976
2026-03-03T12:59:00,2628,12853153,405028
2026-03-03T13:00:00,3041,13186660,338914
2026-03-03T13:01:00,3095,13991335,325668
2026-03-03T13:02:00,2889,12236280,359992
2026-03-03T13:03:00,3120,11497069,343934
2026-03-03T13:04:00,3069,11383921,352839
2026-03-03T13:05:00,2687,10070200,333487
2026-03-03T13:06:00,2610,10635272,332418
2026-03-03T13:07:00,2773,10701906,322092
2026-03-03T13:08:00,2813,10932012,361980
2026-03-03T13:09:00,2715,12272414,389051
2026-03-03T13:10:00,2879,12171715,353506
2026-03-03T13:11:00,2654,11796008,288544
2026-03-03T13:12:00,2598,10394998,293854
2026-03-03T13:13:00,2540,10826471,338617
2026-03-03T13:14:00,2545,10218030,332593
2026-03-03T13:15:00,2543,10853823,322308
2026-03-03T13:16:00,2820,10592676,354011
2026-03-03T13:17:00,2789,10324096,312572
2026-03-03T13:18:00,2725,11557319,344067
2026-03-03T13:19:00,2653,9544342,360660
2026-03-03T13:20:00,2727,10317778,368801
2026-03-03T13:21:00,2786,9778481,312175
2026-03-03T13:22:00,2855,8525140,330071
2026-03-03T13:23:00,2912,10095631,330071
2026-03-03T13:24:00,2827,10271032,287107
2026-03-03T13:25:00,2703,9639153,306866
2026-03-03T13:26:00,2693,9529146,294995
2026-03-03T13:27:00,2678,9183260,301513
2026-03-03T13:28:00,2601,8373538,292438
2026-03-03T13:29:00,2697,9858529,328728
2026-03-03T13:30:00,2500,8603465,287217
2026-03-03T13:31:00,2793,8032590,321163
2026-03-03T13:32:00,2525,7818212,275826
2026-03-03T13:33:00,2448,9034248,277740
2026-03-03T13:34:00,2548,9726269,295778
2026-03-03T13:35:00,2642,9933136,327947
2026-03-03T13:36:00,2716,10009028,347431
2026-03-03T13:37:00,2869,9346895,347254
2026-03-03T13:38:00,2752,8399297,318544
2026-03-03T13:39:00,2735,8770126,336994
2026-03-03T13:40:00,2711,9554296,384743
2026-03-03T13:41:00,2612,9474054,355354
2026-03-03T13:42:00,2705,9617209,317610
2026-03-03T13:43:00,2861,10041599,350182
2026-03-03T13:44:00,3125,9840353,366010
2026-03-03T13:45:00,3081,11829581,416599
2026-03-03T13:46:00,2961,11977434,371776
2026-03-03T13:47:00,3329,11684199,384604
2026-03-03T13:48:00,3634,13650880,421751
2026-03-03T13:49:00,3457,14804057,421714
2026-03-03T13:50:00,3783,16549620,462273
2026-03-03T13:51:00,3271,14293863,431444
2026-03-03T13:52:00,3572,15340892,459946
2026-03-03T13:53:00,3871,16721187,531810
2026-03-03T13:54:00,3271,16228935,455096
2026-03-03T13:55:00,3229,16085113,449957
2026-03-03T13:56:00,3510,16208820,441894
2026-03-03T13:57:00,3441,16704798,463413
2026-03-03T13:58:00,3440,17256850,532847
2026-03-03T13:59:00,3469,15873180,455066
2026-03-03T14:00:00,3465,16234463,528629
2026-03-03T14:01:00,3446,19740502,524084
2026-03-03T14:02:00,3725,19749914,563287
2026-03-03T14:03:00,3900,22280750,556433
2026-03-03T14:04:00,4025,25185967,671242
2026-03-03T14:05:00,4311,26363580,710257
2026-03-03T14:06:00,4632,32854143,750838
2026-03-03T14:07:00,5117,32019302,836821
2026-03-03T14:08:00,4913,36090738,788499
2026-03-03T14:09:00,5171,39721843,823625
2026-03-03T14:10:00,5466,41293591,930763
2026-03-03T14:11:00,5954,43075979,933730
2026-03-03T14:12:00,5614,44239166,1020909
2026-03-03T14:13:00,5882,49863029,1017267
2026-03-03T14:14:00,6184,45681308,1009440
2026-03-03T14:15:00,5952,46369853,1017547
2026-03-03T14:16:00,6185,50855148,1049725
2026-03-03T14:17:00,6189,46677498,1012807
2026-03-03T14:18:00,6495,51978066,1160006
2026-03-03T14:19:00,6547,48536584,1086951
2026-03-03T14:20:00,7038,49828446,1162909
2026-03-03T14:21:00,7462,53183188,1107576
2026-03-03T14:22:00,6959,51158598,1158883
2026-03-03T14:23:00,7452,51946568,1131001
2026-03-03T14:24:00,7613,54344459,1122258
2026-03-03T14:25:00,6853,51822752,1194723
2026-03-03T14:26:00,6867,53618624,1152361
2026-03-03T14:27:00,7415,55842148,1240158
2026-03-03T14:28:00,7477,59290850,1218943
2026-03-03T14:29:00,7875,57831967,1277987
2026-03-03T14:30:00,7727,58373959,1329948
2026-03-03T14:31:00,7367,58006811,1246477
2026-03-03T14:32:00,7597,62243536,1327833
2026-03-03T14:33:00,7626,61252944,1263334
2026-03-03T14:34:00,8159,58994693,1361910
2026-03-03T14:35:00,7801,60719832,1309950
2026-03-03T14:36:00,7755,59709972,1342802
2026-03-03T14:37:00,8147,60146912,1326422
2026-03-03T14:38:00,8774,62142605,1358247
2026-03-03T14:39:00,8181,62348079,1298728
2026-03-03T14:40:00,8115,64289406,1289820
2026-03-03T14:41:00,8389,65222165,1363078
2026-03-03T14:42:00,8437,63754741,1303048
2026-03-03T14:43:00,8107,61417320,1377238
2026-03-03T14:44:00,8665,63181073,1352671
2026-03-03T14:45:00,8975,64507977,1348911
2026-03-03T14:46:00,8340,67456828,1346452
2026-03-03T14:47:00,7976,66225183,1296837
2026-03-03T14:48:00,8151,63646872,1299078
2026-03-03T14:49:00,8449,68713491,1378296
2026-03-03T14:50:00,8134,67537253,1280816
2026-03-03T14:51:00,8152,65635948,1325169
2026-03-03T14:52:00,8024,64981596,1361096
2026-03-03T14:53:00,7824,62194569,1282596
2026-03-03T14:54:00,7678,64339566,1326616
2026-03-03T14:55:00,7863,63687992,1373595
2026-03-03T14:56:00,8443,67070257,1292504
2026-03-03T14:57:00,7857,64592413,1285674
